,tconst,rotten_tomatoes_link
6581,tt0068646,m/godfather
6582,tt0166264,m/godfather
6583,tt0068202,m/godfather
6584,tt0069280,m/slaughterhouse_five
6585,tt12011400,m/slaughterhouse_five
6586,tt0068458,m/death_line
6587,tt0234035,m/death_line
6588,tt0772791,m/death_line
6589,tt0413379,m/death_line
6590,tt0070564,m/death_line
6591,tt0068450,m/death_line
6592,tt0068309,m/boxcar_bertha
6593,tt0223091,m/chloe_in_the_afternoon
6594,tt0318139,m/chloe_in_the_afternoon
6595,tt0068205,m/chloe_in_the_afternoon
6596,tt0285187,m/chloe_in_the_afternoon
6597,tt0068833,m/last_house_on_the_left
6598,tt0149026,m/last_house_on_the_left
6599,tt0093221,m/last_house_on_the_left
6600,tt1428437,m/last_house_on_the_left
6601,tt0068240,m/avanti
6602,tt0069113,m/1016584-poseidon_adventure
6603,tt0206188,m/1016584-poseidon_adventure
6604,tt0068446,m/1016584-poseidon_adventure
6605,tt0068327,m/cabaret
6606,tt0069289,m/snoopy_come_home
6607,tt0308472,m/last_of_the_red_hot_lovers
6608,tt0068835,m/last_of_the_red_hot_lovers
6609,tt0068853,m/life_and_times_of_judge_roy_bean
6610,tt0068326,m/butterflies_are_free
6611,tt0069495,m/whats_up_doc
6612,tt0069019,m/dont_torture_a_duckling
6613,tt0068575,m/fat_city
6614,tt1109517,m/fat_city
6615,tt0264849,m/images
6616,tt0068732,m/images
6617,tt0068230,m/1001294-asylum
6618,tt0068231,m/1001294-asylum
6619,tt0775421,m/1001294-asylum
6620,tt0069201,m/silent_running
6621,tt0067756,m/silent_running
6622,tt0068264,m/ben
6623,tt0069103,m/pocket_money
6624,tt0068612,m/fritz_the_cat
6625,tt0261092,m/everything_you_always_wanted_to_know_about_sex_but_were_afraid_to_ask
6626,tt0068555,m/everything_you_always_wanted_to_know_about_sex_but_were_afraid_to_ask
6627,tt0068767,m/chinese_connection
6628,tt0068408,m/conquest_of_the_planet_of_the_apes
6629,tt0068156,m/1776
6630,tt0068361,m/discreet_charm_of_the_bourgeoisie
6631,tt0069372,m/the_thing_with_two_heads
6632,tt0068911,m/the_thing_with_two_heads
6633,tt0068306,m/bone
6634,tt0068805,m/king_of_marvin_gardens
6635,tt0158808,m/king_of_marvin_gardens
6636,tt0068615,m/frogs
6637,tt0377956,m/now_you_see_him_now_you_dont
6638,tt0069031,m/now_you_see_him_now_you_dont
6639,tt0069257,m/shafts_big_score
6640,tt0068473,m/deliverance
6641,tt0069005,m/night_of_the_lepus
6642,tt0069362,m/tombs-of-the-blind-dead-noche-del-terror-ciego
6643,tt0068168,m/across_110th_street
6644,tt0070849,m/last_tango_in_paris
6645,tt0068379,m/ciao_manhattan
6646,tt0068182,m/aguirre_the_wrath_of_god
6647,tt0068421,m/cowboys
6648,tt0069436,m/ulzanas_raid
6649,tt0068284,m/blacula
6650,tt0068334,m/candidate
6651,tt0136096,m/duck_you_sucker
6652,tt0210287,m/dracula_ad_1972
6653,tt0068505,m/dracula_ad_1972
6654,tt1502838,m/dracula_ad_1972
6655,tt0069467,m/cries_and_whispers
6656,tt0069404,m/travels_with_my_aunt
6657,tt0068638,m/1008243-getaway
6658,tt0069449,m/up_the_sandbox
6659,tt0069097,m/play_it_again_sam
6660,tt0068768,m/joe_kidd
6661,tt0068611,m/frenzy
6662,tt0068931,m/1013632-mechanic
6663,tt0068762,m/jeremiah_johnson
6664,tt0069225,m/1045833-savage_messiah
6665,tt0060877,m/queen_of_blood
6666,tt10163116,m/queen_of_blood
6667,tt0060174,m/queen_of_blood
6668,tt0420964,m/queen_of_blood
6669,tt0061101,m/tokyo_drifter
6670,tt0060347,m/tokyo_drifter
6671,tt0061170,m/walk_dont_run
6672,tt0060760,m/walk_dont_run
6673,tt0211335,m/walk_dont_run
6674,tt0060827,m/persona
6675,tt0060305,m/le_deuxieme_souffle
6676,tt0361763,m/batman_the_movie
6677,tt0060153,m/batman_the_movie
6678,tt0060479,m/1008981-group
6679,tt0060463,m/the_glass_bottom_boat_1966
6680,tt0228079,m/born_free
6681,tt0060182,m/born_free
6682,tt0061176,m/what_did_you_do_in_the_war_daddy
6683,tt0060665,m/1013162-man_for_all_seasons
6684,tt0188207,m/1013162-man_for_all_seasons
6685,tt0060782,m/how_to_steal_a_million
6686,tt0060522,m/how_to_steal_a_million
6687,tt0060491,m/1009293-hawaii
6688,tt0263428,m/a_man_and_a_woman
6689,tt0060291,m/a_man_and_a_woman
6690,tt0061138,m/a_man_and_a_woman
6691,tt0060845,m/a_man_and_a_woman
6692,tt0060787,m/a_man_and_a_woman
6693,tt0121187,m/naked_prey
6694,tt0057352,m/naked_prey
6695,tt0061060,m/naked_prey
6696,tt0060735,m/naked_prey
6697,tt0059557,m/our_man_flint
6698,tt0058487,m/return_of_the_seven
6699,tt0331108,m/return_of_the_seven
6700,tt0060897,m/return_of_the_seven
6701,tt0061582,m/django
6702,tt0060315,m/django
6703,tt0060934,m/sand_pebbles
6704,tt0060287,m/dead_heat_on_a_merrygoround
6705,tt0264011,m/back_girl_1966
6706,tt0060758,m/back_girl_1966
6707,tt0060171,m/back_girl_1966
6708,tt1192558,m/back_girl_1966
6709,tt0420910,m/back_girl_1966
6710,tt0060232,m/1003957-chase
6711,tt0060453,m/georgy_girl
6712,tt0060490,m/harper
6713,tt0219757,m/fine_madness
6714,tt0060414,m/fine_madness
6715,tt0060371,m/endless_summer
6716,tt0061189,m/wild_angels
6717,tt0144748,m/wild_angels
6718,tt0061089,m/this_property_is_condemned
6719,tt0376875,m/funny_thing_happened_on_the_way_to_the_forum
6720,tt0060438,m/funny_thing_happened_on_the_way_to_the_forum
6721,tt0060437,m/funeral_in_berlin
6722,tt0060588,m/khartoum
6723,tt0061107,m/torn_curtain
6724,tt0060138,m/balthazar
6725,tt0060748,m/nevada_smith
6726,tt0060278,m/daleks_invasion_earth_2150_ad
6727,tt0060862,m/professionals
6728,tt0060196,m/the_good_the_bad_and_the_ugly
6729,tt0060397,m/fantastic_voyage
6730,tt0059221,m/the_ghost_and_mr_chicken
6731,tt0060176,m/blow_up_1966
6732,tt0060955,m/seconds
6733,tt0060231,m/its_the_great_pumpkin_charlie_brown
6734,tt0060645,m/1012993-madame_x
6735,tt0061094,m/thunderbirds_are_go
6736,tt0060472,m/grand_prix
6737,tt0060277,m/the_sword_of_doom
6738,tt0061122,m/the_trouble_with_angels
6739,tt0060893,m/reptile
6740,tt0060390,m/1007003-fahrenheit_451
6741,tt0060921,m/russians_are_coming_the_russians_are_coming
6742,tt0060666,m/manos-the-hands-of-fate
6743,tt0061184,m/whos_afraid_of_virginia_woolf
6744,tt0060086,m/1000581-alfie
6745,tt0211971,m/1019831-star_is_born
6746,tt0075265,m/1019831-star_is_born
6747,tt0075065,m/thats_entertainment_part_2
6748,tt0139622,m/thats_entertainment_part_2
6749,tt0416276,m/thats_entertainment_part_2
6750,tt0075178,m/thats_entertainment_part_2
6751,tt0074474,m/thats_entertainment_part_2
6752,tt0232202,m/thats_entertainment_part_2
6753,tt1106713,m/thats_entertainment_part_2
6754,tt0188935,m/thats_entertainment_part_2
6755,tt0418059,m/thats_entertainment_part_2
6756,tt0073289,m/thats_entertainment_part_2
6757,tt0367151,m/thats_entertainment_part_2
6758,tt0074211,m/thats_entertainment_part_2
6759,tt0211895,m/thats_entertainment_part_2
6760,tt0091302,m/thats_entertainment_part_2
6761,tt0299641,m/thats_entertainment_part_2
6762,tt0201194,m/thats_entertainment_part_2
6763,tt1342155,m/thats_entertainment_part_2
6764,tt0074777,m/last_tycoon
6765,tt0074254,m/buffalo_bill_and_the_indians_or_sitting_bulls_history_lesson
6766,tt0198346,m/buffalo_bill_and_the_indians_or_sitting_bulls_history_lesson
6767,tt0075342,m/town_that_dreaded_sundown
6768,tt0125153,m/won_ton_ton_the_dog_who_saved_hollywood
6769,tt0075436,m/won_ton_ton_the_dog_who_saved_hollywood
6770,tt0076149,m/won_ton_ton_the_dog_who_saved_hollywood
6771,tt0074635,m/won_ton_ton_the_dog_who_saved_hollywood
6772,tt0074634,m/won_ton_ton_the_dog_who_saved_hollywood
6773,tt0074962,m/the-next-man
6774,tt0075244,m/song_remains_the_same
6775,tt0228486,m/1011617-king_kong
6776,tt0074752,m/1011617-king_kong
6777,tt1500727,m/1011617-king_kong
6778,tt0074751,m/1011617-king_kong
6779,tt0074811,m/tenant
6780,tt0072873,m/shout_at_the_devil
6781,tt10494588,m/shout_at_the_devil
6782,tt0075214,m/shout_at_the_devil
6783,tt0074484,m/pink_panther_strikes_again
6784,tt0075066,m/pink_panther_strikes_again
6785,tt0074716,m/pink_panther_strikes_again
6786,tt0074802,m/lipstick
6787,tt0074119,m/all_the_presidents_men
6788,tt0074608,m/harry_and_walter_go_to_new_york
6789,tt0074958,m/network
6790,tt0074205,m/big_bus
6791,tt0074281,m/car_wash
6792,tt0074554,m/front
6793,tt0074102,m/in_the_realm_of_the_senses
6794,tt0075144,m/ritz
6795,tt0074174,m/1001567-bad_news_bears
6796,tt0075930,m/god_told_me_to
6797,tt0074860,m/marathon_man
6798,tt0074483,m/1006646-enforcer
6799,tt0165758,m/1006646-enforcer
6800,tt0122090,m/jds_revenge
6801,tt0074703,m/jds_revenge
6802,tt0263508,m/jds_revenge
6803,tt0127927,m/jds_revenge
6804,tt0076789,m/jds_revenge
6805,tt0138729,m/family_plot
6806,tt0287300,m/family_plot
6807,tt0319432,m/family_plot
6808,tt0445010,m/family_plot
6809,tt0157048,m/family_plot
6810,tt0074512,m/family_plot
6811,tt0074559,m/futureworld
6812,tt0170074,m/1019017-silver_streak
6813,tt0075223,m/1019017-silver_streak
6814,tt0075177,m/sebastiane
6815,tt0074937,m/murder_by_death
6816,tt0074851,m/man_who_fell_to_earth
6817,tt0072316,m/from_noon_till_three
6818,tt0074444,m/from_noon_till_three
6819,tt0074553,m/from_noon_till_three
6820,tt0075200,m/shaggy_da
6821,tt0074207,m/the_bingo_long_traveling_all_stars_and_motor_kings
6822,tt0075132,m/return_of_a_man_called_horse
6823,tt0074597,m/gumball_rally
6824,tt0077740,m/insiang_2007
6825,tt0075433,m/the_witch_who_came_from_the_sea_1976
6826,tt0075406,m/voyage_of_the_damned
6827,tt0074964,m/nickelodeon_1976
6828,tt0125837,m/little_girl_who_lives_down_the_lane
6829,tt0074806,m/little_girl_who_lives_down_the_lane
6830,tt0076054,m/1007839-freaky_friday
6831,tt0074906,m/missouri_breaks
6832,tt0074798,m/lifeguard
6833,tt0075263,m/st_ives
6834,tt0074256,m/bugsy_malone
6835,tt0075334,m/to_the_devil_a_daughter
6836,tt0075463,m/to_the_devil_a_daughter
6837,tt0072850,m/to_the_devil_a_daughter
6838,tt1312967,m/1001280-assault_on_precinct_13
6839,tt0074156,m/1001280-assault_on_precinct_13
6840,tt0074540,m/the-food-of-the-gods
6841,tt0074749,m/killing_of_a_chinese_bookie
6842,tt0074285,m/1003625-carrie
6843,tt0074871,m/marquise_of_o
6844,tt0074870,m/marquise_of_o
6845,tt0075005,m/1015517-omen
6846,tt0191960,m/1015361-obsession
6847,tt1397137,m/1015361-obsession
6848,tt0074991,m/1015361-obsession
6849,tt0074360,m/raise_ravens
6850,tt0075314,m/taxi_driver
6851,tt0074901,m/mikey_and_nicky
6852,tt0074899,m/midway
6853,tt0074564,m/gator
6854,tt0075249,m/1019541-sparkle
6855,tt0074995,m/ode_to_billy_joe
6856,tt0075029,m/outlaw_josey_wales
6857,tt0074812,m/logans_run
6858,tt0075161,m/sailor_who_fell_from_grace_with_the_sea
6859,tt0075268,m/stay_hungry
6860,tt0074258,m/burnt_offerings
6861,tt0075213,m/shootist
6862,tt0074626,m/heart-of-glass
6863,tt0074593,m/1008968-grizzly
6864,tt0074157,m/at_the_earths_core
6865,tt0075147,m/robin_and_marian
6866,tt0075148,m/1017776-rocky
6867,tt0099800,m/house_party
6868,tt0435396,m/house_party
6869,tt0099801,m/house_party
6870,tt0099712,m/1031086-ghost
6871,tt0099712,m/ghost_dad
6872,tt0099449,m/1031086-ghost
6873,tt0099449,m/ghost_dad
6874,tt0103632,m/1031086-ghost
6875,tt0103632,m/ghost_dad
6876,tt0099654,m/1031086-ghost
6877,tt0099654,m/ghost_dad
6878,tt0099653,m/1031086-ghost
6879,tt0099653,m/ghost_dad
6880,tt0100666,m/spaced_invaders
6881,tt0131012,m/i_love_you_to_death
6882,tt0121262,m/i_love_you_to_death
6883,tt0821771,m/i_love_you_to_death
6884,tt0099819,m/i_love_you_to_death
6885,tt0094666,m/i_love_you_to_death
6886,tt0098486,m/i_love_you_to_death
6887,tt0411808,m/crazy_people
6888,tt0197982,m/crazy_people
6889,tt13476342,m/crazy_people
6890,tt0099316,m/crazy_people
6891,tt0099975,m/troll-2
6892,tt0099975,m/predator_2
6893,tt0099975,m/kickboxer_2
6894,tt0099975,m/delta_force_2
6895,tt0099975,m/childs_play_2
6896,tt0099975,m/robocop_2
6897,tt0099975,m/gremlins_2_the_new_batch
6898,tt0099975,m/die_hard_2_1990
6899,tt0237996,m/troll-2
6900,tt0237996,m/predator_2
6901,tt0237996,m/kickboxer_2
6902,tt0237996,m/delta_force_2
6903,tt0237996,m/childs_play_2
6904,tt0237996,m/robocop_2
6905,tt0237996,m/gremlins_2_the_new_batch
6906,tt0237996,m/die_hard_2_1990
6907,tt15092532,m/troll-2
6908,tt15092532,m/predator_2
6909,tt15092532,m/kickboxer_2
6910,tt15092532,m/delta_force_2
6911,tt15092532,m/childs_play_2
6912,tt15092532,m/robocop_2
6913,tt15092532,m/gremlins_2_the_new_batch
6914,tt15092532,m/die_hard_2_1990
6915,tt0141208,m/troll-2
6916,tt0141208,m/predator_2
6917,tt0141208,m/kickboxer_2
6918,tt0141208,m/delta_force_2
6919,tt0141208,m/childs_play_2
6920,tt0141208,m/robocop_2
6921,tt0141208,m/gremlins_2_the_new_batch
6922,tt0141208,m/die_hard_2_1990
6923,tt0142589,m/troll-2
6924,tt0142589,m/predator_2
6925,tt0142589,m/kickboxer_2
6926,tt0142589,m/delta_force_2
6927,tt0142589,m/childs_play_2
6928,tt0142589,m/robocop_2
6929,tt0142589,m/gremlins_2_the_new_batch
6930,tt0142589,m/die_hard_2_1990
6931,tt0177546,m/troll-2
6932,tt0177546,m/predator_2
6933,tt0177546,m/kickboxer_2
6934,tt0177546,m/delta_force_2
6935,tt0177546,m/childs_play_2
6936,tt0177546,m/robocop_2
6937,tt0177546,m/gremlins_2_the_new_batch
6938,tt0177546,m/die_hard_2_1990
6939,tt0099913,m/troll-2
6940,tt0099913,m/predator_2
6941,tt0099913,m/kickboxer_2
6942,tt0099913,m/delta_force_2
6943,tt0099913,m/childs_play_2
6944,tt0099913,m/robocop_2
6945,tt0099913,m/gremlins_2_the_new_batch
6946,tt0099913,m/die_hard_2_1990
6947,tt0398392,m/troll-2
6948,tt0398392,m/predator_2
6949,tt0398392,m/kickboxer_2
6950,tt0398392,m/delta_force_2
6951,tt0398392,m/childs_play_2
6952,tt0398392,m/robocop_2
6953,tt0398392,m/gremlins_2_the_new_batch
6954,tt0398392,m/die_hard_2_1990
6955,tt0100107,m/troll-2
6956,tt0100107,m/predator_2
6957,tt0100107,m/kickboxer_2
6958,tt0100107,m/delta_force_2
6959,tt0100107,m/childs_play_2
6960,tt0100107,m/robocop_2
6961,tt0100107,m/gremlins_2_the_new_batch
6962,tt0100107,m/die_hard_2_1990
6963,tt0318683,m/troll-2
6964,tt0318683,m/predator_2
6965,tt0318683,m/kickboxer_2
6966,tt0318683,m/delta_force_2
6967,tt0318683,m/childs_play_2
6968,tt0318683,m/robocop_2
6969,tt0318683,m/gremlins_2_the_new_batch
6970,tt0318683,m/die_hard_2_1990
6971,tt0100007,m/troll-2
6972,tt0100007,m/predator_2
6973,tt0100007,m/kickboxer_2
6974,tt0100007,m/delta_force_2
6975,tt0100007,m/childs_play_2
6976,tt0100007,m/robocop_2
6977,tt0100007,m/gremlins_2_the_new_batch
6978,tt0100007,m/die_hard_2_1990
6979,tt0376590,m/troll-2
6980,tt0376590,m/predator_2
6981,tt0376590,m/kickboxer_2
6982,tt0376590,m/delta_force_2
6983,tt0376590,m/childs_play_2
6984,tt0376590,m/robocop_2
6985,tt0376590,m/gremlins_2_the_new_batch
6986,tt0376590,m/die_hard_2_1990
6987,tt0100743,m/troll-2
6988,tt0100743,m/predator_2
6989,tt0100743,m/kickboxer_2
6990,tt0100743,m/delta_force_2
6991,tt0100743,m/childs_play_2
6992,tt0100743,m/robocop_2
6993,tt0100743,m/gremlins_2_the_new_batch
6994,tt0100743,m/die_hard_2_1990
6995,tt0122115,m/troll-2
6996,tt0122115,m/predator_2
6997,tt0122115,m/kickboxer_2
6998,tt0122115,m/delta_force_2
6999,tt0122115,m/childs_play_2
7000,tt0122115,m/robocop_2
7001,tt0122115,m/gremlins_2_the_new_batch
7002,tt0122115,m/die_hard_2_1990
7003,tt0188791,m/troll-2
7004,tt0188791,m/predator_2
7005,tt0188791,m/kickboxer_2
7006,tt0188791,m/delta_force_2
7007,tt0188791,m/childs_play_2
7008,tt0188791,m/robocop_2
7009,tt0188791,m/gremlins_2_the_new_batch
7010,tt0188791,m/die_hard_2_1990
7011,tt0142571,m/troll-2
7012,tt0142571,m/predator_2
7013,tt0142571,m/kickboxer_2
7014,tt0142571,m/delta_force_2
7015,tt0142571,m/childs_play_2
7016,tt0142571,m/robocop_2
7017,tt0142571,m/gremlins_2_the_new_batch
7018,tt0142571,m/die_hard_2_1990
7019,tt0179288,m/troll-2
7020,tt0179288,m/predator_2
7021,tt0179288,m/kickboxer_2
7022,tt0179288,m/delta_force_2
7023,tt0179288,m/childs_play_2
7024,tt0179288,m/robocop_2
7025,tt0179288,m/gremlins_2_the_new_batch
7026,tt0179288,m/die_hard_2_1990
7027,tt0141319,m/troll-2
7028,tt0141319,m/predator_2
7029,tt0141319,m/kickboxer_2
7030,tt0141319,m/delta_force_2
7031,tt0141319,m/childs_play_2
7032,tt0141319,m/robocop_2
7033,tt0141319,m/gremlins_2_the_new_batch
7034,tt0141319,m/die_hard_2_1990
7035,tt0100403,m/troll-2
7036,tt0100403,m/predator_2
7037,tt0100403,m/kickboxer_2
7038,tt0100403,m/delta_force_2
7039,tt0100403,m/childs_play_2
7040,tt0100403,m/robocop_2
7041,tt0100403,m/gremlins_2_the_new_batch
7042,tt0100403,m/die_hard_2_1990
7043,tt0096749,m/troll-2
7044,tt0096749,m/predator_2
7045,tt0096749,m/kickboxer_2
7046,tt0096749,m/delta_force_2
7047,tt0096749,m/childs_play_2
7048,tt0096749,m/robocop_2
7049,tt0096749,m/gremlins_2_the_new_batch
7050,tt0096749,m/die_hard_2_1990
7051,tt0137733,m/troll-2
7052,tt0137733,m/predator_2
7053,tt0137733,m/kickboxer_2
7054,tt0137733,m/delta_force_2
7055,tt0137733,m/childs_play_2
7056,tt0137733,m/robocop_2
7057,tt0137733,m/gremlins_2_the_new_batch
7058,tt0137733,m/die_hard_2_1990
7059,tt0144424,m/troll-2
7060,tt0144424,m/predator_2
7061,tt0144424,m/kickboxer_2
7062,tt0144424,m/delta_force_2
7063,tt0144424,m/childs_play_2
7064,tt0144424,m/robocop_2
7065,tt0144424,m/gremlins_2_the_new_batch
7066,tt0144424,m/die_hard_2_1990
7067,tt0123097,m/troll-2
7068,tt0123097,m/predator_2
7069,tt0123097,m/kickboxer_2
7070,tt0123097,m/delta_force_2
7071,tt0123097,m/childs_play_2
7072,tt0123097,m/robocop_2
7073,tt0123097,m/gremlins_2_the_new_batch
7074,tt0123097,m/die_hard_2_1990
7075,tt0210416,m/troll-2
7076,tt0210416,m/predator_2
7077,tt0210416,m/kickboxer_2
7078,tt0210416,m/delta_force_2
7079,tt0210416,m/childs_play_2
7080,tt0210416,m/robocop_2
7081,tt0210416,m/gremlins_2_the_new_batch
7082,tt0210416,m/die_hard_2_1990
7083,tt0099783,m/troll-2
7084,tt0099783,m/predator_2
7085,tt0099783,m/kickboxer_2
7086,tt0099783,m/delta_force_2
7087,tt0099783,m/childs_play_2
7088,tt0099783,m/robocop_2
7089,tt0099783,m/gremlins_2_the_new_batch
7090,tt0099783,m/die_hard_2_1990
7091,tt0422946,m/troll-2
7092,tt0422946,m/predator_2
7093,tt0422946,m/kickboxer_2
7094,tt0422946,m/delta_force_2
7095,tt0422946,m/childs_play_2
7096,tt0422946,m/robocop_2
7097,tt0422946,m/gremlins_2_the_new_batch
7098,tt0422946,m/die_hard_2_1990
7099,tt0099700,m/troll-2
7100,tt0099700,m/predator_2
7101,tt0099700,m/kickboxer_2
7102,tt0099700,m/delta_force_2
7103,tt0099700,m/childs_play_2
7104,tt0099700,m/robocop_2
7105,tt0099700,m/gremlins_2_the_new_batch
7106,tt0099700,m/die_hard_2_1990
7107,tt0274978,m/troll-2
7108,tt0274978,m/predator_2
7109,tt0274978,m/kickboxer_2
7110,tt0274978,m/delta_force_2
7111,tt0274978,m/childs_play_2
7112,tt0274978,m/robocop_2
7113,tt0274978,m/gremlins_2_the_new_batch
7114,tt0274978,m/die_hard_2_1990
7115,tt0247533,m/troll-2
7116,tt0247533,m/predator_2
7117,tt0247533,m/kickboxer_2
7118,tt0247533,m/delta_force_2
7119,tt0247533,m/childs_play_2
7120,tt0247533,m/robocop_2
7121,tt0247533,m/gremlins_2_the_new_batch
7122,tt0247533,m/die_hard_2_1990
7123,tt0100867,m/troll-2
7124,tt0100867,m/predator_2
7125,tt0100867,m/kickboxer_2
7126,tt0100867,m/delta_force_2
7127,tt0100867,m/childs_play_2
7128,tt0100867,m/robocop_2
7129,tt0100867,m/gremlins_2_the_new_batch
7130,tt0100867,m/die_hard_2_1990
7131,tt0099253,m/troll-2
7132,tt0099253,m/predator_2
7133,tt0099253,m/kickboxer_2
7134,tt0099253,m/delta_force_2
7135,tt0099253,m/childs_play_2
7136,tt0099253,m/robocop_2
7137,tt0099253,m/gremlins_2_the_new_batch
7138,tt0099253,m/die_hard_2_1990
7139,tt0100502,m/troll-2
7140,tt0100502,m/predator_2
7141,tt0100502,m/kickboxer_2
7142,tt0100502,m/delta_force_2
7143,tt0100502,m/childs_play_2
7144,tt0100502,m/robocop_2
7145,tt0100502,m/gremlins_2_the_new_batch
7146,tt0100502,m/die_hard_2_1990
7147,tt0100310,m/troll-2
7148,tt0100310,m/predator_2
7149,tt0100310,m/kickboxer_2
7150,tt0100310,m/delta_force_2
7151,tt0100310,m/childs_play_2
7152,tt0100310,m/robocop_2
7153,tt0100310,m/gremlins_2_the_new_batch
7154,tt0100310,m/die_hard_2_1990
7155,tt0336854,m/troll-2
7156,tt0336854,m/predator_2
7157,tt0336854,m/kickboxer_2
7158,tt0336854,m/delta_force_2
7159,tt0336854,m/childs_play_2
7160,tt0336854,m/robocop_2
7161,tt0336854,m/gremlins_2_the_new_batch
7162,tt0336854,m/die_hard_2_1990
7163,tt0148955,m/troll-2
7164,tt0148955,m/predator_2
7165,tt0148955,m/kickboxer_2
7166,tt0148955,m/delta_force_2
7167,tt0148955,m/childs_play_2
7168,tt0148955,m/robocop_2
7169,tt0148955,m/gremlins_2_the_new_batch
7170,tt0148955,m/die_hard_2_1990
7171,tt0165469,m/troll-2
7172,tt0165469,m/predator_2
7173,tt0165469,m/kickboxer_2
7174,tt0165469,m/delta_force_2
7175,tt0165469,m/childs_play_2
7176,tt0165469,m/robocop_2
7177,tt0165469,m/gremlins_2_the_new_batch
7178,tt0165469,m/die_hard_2_1990
7179,tt0381725,m/troll-2
7180,tt0381725,m/predator_2
7181,tt0381725,m/kickboxer_2
7182,tt0381725,m/delta_force_2
7183,tt0381725,m/childs_play_2
7184,tt0381725,m/robocop_2
7185,tt0381725,m/gremlins_2_the_new_batch
7186,tt0381725,m/die_hard_2_1990
7187,tt0099636,m/troll-2
7188,tt0099636,m/predator_2
7189,tt0099636,m/kickboxer_2
7190,tt0099636,m/delta_force_2
7191,tt0099636,m/childs_play_2
7192,tt0099636,m/robocop_2
7193,tt0099636,m/gremlins_2_the_new_batch
7194,tt0099636,m/die_hard_2_1990
7195,tt1131593,m/troll-2
